beneficiary_id,aadhaar,name,scheme,district,amount,transaction_date,withdrawn,status
B135311,811197288871,Suresh Patel,Scholarship,Rajkot,3000,2023-10-07,0,SUCCESS
B135312,244345054359,Mahesh Shah,PM-KISAN,Surat,3000,2023-11-04,1,SUCCESS
B135313,253052541176,Amit Joshi,Scholarship,Surat,1000,2024-11-05,0,FAILED
B135314,279766166959,Suresh Patel,Scholarship,Surat,3000,2023-02-05,1,SUCCESS
B135315,663140849814,Mahesh Shah,Pension,Rajkot,5000,2023-02-08,0,SUCCESS
B135316,441220366730,Mahesh Shah,PM-KISAN,Vadodara,1000,2023-02-20,0,FAILED
B135317,877700565729,Mahesh Shah,Scholarship,Rajkot,2000,2025-12-17,0,FAILED
B135318,276984558336,Amit J.,Scholarship,Ahmedabad,2000,2023-02-07,1,FAILED
B135319,505404769242,Sureshbhai Patel,PM-KISAN,Surat,5000,2024-09-13,1,SUCCESS
B135320,463108822070,Kiran Desai,PM-KISAN,Vadodara,5000,2023-07-17,1,FAILED
B135321,325955834938,Mahesh Shah,PM-KISAN,Surat,2000,2025-12-28,0,SUCCESS
B135322,179731820072,Amit J.,PM-KISAN,Bhavnagar,3000,2025-06-06,0,FAILED
B135323,179731820072,Ramesh Ptl,PM-KISAN,Surat,1000,2024-07-28,0,FAILED
B135324,159801933394,Kiran Desai,PM-KISAN,Surat,5000,2025-08-24,1,FAILED
B135325,408008174554,Suresh Patel,Scholarship,Surat,3000,2024-08-05,0,SUCCESS
B135326,431254764442,Mahesh Shah,PM-KISAN,Bhavnagar,2000,2024-11-24,0,FAILED
B135327,960801674785,Mahesh Shah,Scholarship,Surat,5000,2023-03-21,1,SUCCESS
B135328,501721692052,Rameshbhai Patel,Scholarship,Rajkot,1000,2023-11-07,0,FAILED
B135329,854083798849,Ramesh Patel,Pension,Surat,5000,2024-11-02,1,FAILED
B135330,487240905471,Kiran Desai,Scholarship,Bhavnagar,3000,2024-05-30,0,SUCCESS
B135331,414574610524,Suresh Ptl,Pension,Surat,3000,2025-05-13,0,FAILED
B135332,740228579129,Mahesh Shah,Pension,Ahmedabad,2000,2024-06-06,0,SUCCESS
B135333,785965239156,Suresh Patel,Scholarship,Vadodara,3000,2025-03-18,0,FAILED
B135334,705835606476,Suresh Patel,Pension,Ahmedabad,3000,2025-09-24,1,SUCCESS
B135335,916495000020,Mahesh Shah,Scholarship,Ahmedabad,5000,2025-03-09,1,FAILED
B135336,197994172777,Ramesh Patel,PM-KISAN,Bhavnagar,3000,2024-05-16,0,SUCCESS
B135337,231678560699,Amit Joshi,PM-KISAN,Surat,3000,2025-10-12,1,FAILED
B135338,224246257949,Mahesh Shah,PM-KISAN,Rajkot,1000,2025-01-11,0,FAILED
B135339,677788494017,Suresh Patel,Pension,Bhavnagar,5000,2024-10-31,1,FAILED
B135340,213524677681,Maheshbhai Shah,PM-KISAN,Surat,2000,2023-09-10,0,SUCCESS
B135341,401286736861,Suresh Patel,PM-KISAN,Ahmedabad,3000,2023-02-13,1,FAILED
B135342,104729661986,Mahesh S.,PM-KISAN,Ahmedabad,5000,2025-05-01,1,FAILED
B135343,780607592772,Ramesh Patel,PM-KISAN,Rajkot,1000,2024-08-26,1,FAILED
B135344,396738986355,Mahesh Shah,Scholarship,Vadodara,3000,2024-07-05,0,FAILED
B135345,681692399376,Mahesh S.,Pension,Rajkot,2000,2023-06-21,1,SUCCESS
B135346,904684313910,Suresh Patel,Pension,Vadodara,2000,2023-10-02,1,FAILED
B135347,229543460417,Ramesh Patel,Pension,Surat,5000,2024-12-05,1,SUCCESS
B135348,858855214022,Kiran Desai,PM-KISAN,Rajkot,5000,2024-10-09,1,SUCCESS
B135349,644918959585,Kiran Desai,Pension,Ahmedabad,1000,2023-05-19,1,SUCCESS
B135350,213169828991,Ramesh Patel,Scholarship,Bhavnagar,5000,2025-03-29,1,SUCCESS
B135351,558268062384,Mahesh Shah,Scholarship,Rajkot,3000,2025-04-26,0,FAILED
B135352,991413407311,Ramesh Patel,Pension,Surat,2000,2023-04-16,1,FAILED
B135353,332427339909,Kiran D.,PM-KISAN,Ahmedabad,5000,2024-07-22,0,SUCCESS
B135354,409756247613,Ramesh Patel,Pension,Ahmedabad,1000,2023-02-25,1,FAILED
B135355,557586635731,Maheshbhai Shah,Pension,Ahmedabad,2000,2024-03-19,1,FAILED
B135356,142193748904,Ramesh Patel,Pension,Surat,5000,2023-08-20,0,SUCCESS
B135357,495906152774,Suresh Patel,Pension,Rajkot,2000,2023-01-05,0,SUCCESS
B135358,698622792348,Kiranben Desai,Pension,Surat,1000,2025-02-26,0,FAILED
B135359,203229052834,Amit Joshi,PM-KISAN,Rajkot,1000,2024-01-17,0,SUCCESS
B135360,961379460576,Mahesh Shah,Scholarship,Rajkot,5000,2023-09-18,0,SUCCESS
B135361,670136962528,Mahesh Shah,Scholarship,Vadodara,5000,2024-08-22,0,FAILED
B135362,987020215864,Ramesh Patel,Scholarship,Rajkot,1000,2023-04-15,0,FAILED
B135363,217582624659,Kiran Desai,PM-KISAN,Surat,3000,2024-03-30,1,FAILED
B135364,916958328612,Amit Joshi,Pension,Ahmedabad,3000,2025-07-30,1,FAILED
B135365,791238830288,Suresh Patel,Pension,Rajkot,3000,2024-06-05,0,FAILED
B135366,522688484014,Mahesh Shah,Pension,Surat,5000,2023-11-18,0,FAILED
B135367,884277221228,Mahesh Shah,Scholarship,Rajkot,3000,2024-07-19,1,SUCCESS
B135368,435394175569,Maheshbhai Shah,Scholarship,Surat,1000,2023-08-10,0,FAILED
B135369,909618531645,Ramesh Patel,Scholarship,Vadodara,3000,2024-11-13,1,FAILED
B135370,279530842566,Kiran D.,Scholarship,Vadodara,5000,2023-02-17,0,FAILED
B135371,523243551130,Mahesh Shah,Pension,Rajkot,5000,2024-05-07,0,FAILED
B135372,899031353101,Kiran Desai,Pension,Ahmedabad,1000,2025-09-04,1,SUCCESS
B135373,287472817606,Mahesh Shah,PM-KISAN,Vadodara,3000,2024-05-20,0,SUCCESS
B135374,602895693616,Ramesh Patel,Scholarship,Ahmedabad,3000,2024-09-09,0,SUCCESS
B135375,258871551926,Suresh Patel,PM-KISAN,Ahmedabad,5000,2025-03-10,0,SUCCESS
B135376,219338187042,Ramesh Patel,Pension,Vadodara,2000,2023-05-18,1,FAILED
B135377,661421580630,Mahesh Shah,PM-KISAN,Vadodara,2000,2024-01-18,0,SUCCESS
B135378,944865969453,Kiran Desai,Pension,Ahmedabad,1000,2025-07-01,0,SUCCESS
B135379,765312178114,Rmsh Patel,Scholarship,Surat,5000,2023-11-05,1,FAILED
B135380,413522999213,Ramesh Patel,Scholarship,Bhavnagar,2000,2024-04-28,1,FAILED
B135381,345653742182,Kiranben Desai,Scholarship,Rajkot,5000,2024-03-06,1,FAILED
B135382,244724419530,Ramesh Ptl,Scholarship,Bhavnagar,2000,2025-12-22,1,SUCCESS
B135383,687871123131,Amit Joshi,PM-KISAN,Rajkot,5000,2024-09-15,0,FAILED
B135384,219719225180,Kiran Desai,Scholarship,Vadodara,5000,2024-10-04,1,SUCCESS
B135385,130181633256,Suresh Patel,PM-KISAN,Surat,2000,2023-07-18,1,SUCCESS
B135386,572734151792,Maheshbhai Shah,Scholarship,Ahmedabad,3000,2025-01-23,1,SUCCESS
B135387,881832256842,Mahesh Shah,Scholarship,Surat,2000,2024-07-08,1,SUCCESS
B135388,753249324595,Ramesh Ptl,PM-KISAN,Ahmedabad,1000,2023-01-18,0,FAILED
B135389,600196027102,Rmsh Patel,PM-KISAN,Vadodara,2000,2025-11-29,0,SUCCESS
B135390,509627859466,Rameshbhai Patel,PM-KISAN,Vadodara,3000,2023-11-20,1,FAILED
B135391,136355237488,Mahesh Shah,Pension,Ahmedabad,3000,2024-01-22,0,SUCCESS
B135392,691236555248,Kiran D.,Scholarship,Ahmedabad,2000,2023-04-18,0,SUCCESS
B135393,973619186955,Amit J.,PM-KISAN,Surat,5000,2025-05-25,0,FAILED
B135394,175899382756,Kiran Desai,Scholarship,Surat,5000,2024-04-08,1,FAILED
B135395,667572332801,Amit J.,PM-KISAN,Bhavnagar,3000,2025-06-14,0,FAILED
B135396,184170378598,Ramesh Patel,Pension,Ahmedabad,3000,2025-11-12,1,SUCCESS
B135397,613744477647,Suresh Patel,PM-KISAN,Bhavnagar,1000,2024-11-29,1,SUCCESS
B135398,929068740900,Ramesh Patel,Scholarship,Vadodara,3000,2024-08-15,0,FAILED
B135399,140633222121,Amit Joshi,Pension,Bhavnagar,3000,2023-08-09,1,SUCCESS
B135400,851967474448,Kiran Desai,Pension,Bhavnagar,1000,2024-08-30,0,SUCCESS
B135401,898086102833,Amit Joshi,PM-KISAN,Rajkot,1000,2023-03-06,1,SUCCESS
B135402,887018267049,Kiran D.,Scholarship,Vadodara,3000,2024-04-29,1,FAILED
B135403,427642172622,Mahesh Shah,Pension,Ahmedabad,5000,2023-12-21,0,SUCCESS
B135404,795340064746,Amit Joshi,Scholarship,Surat,3000,2023-07-14,0,FAILED
B135405,484125094526,Mahesh Shah,PM-KISAN,Rajkot,2000,2023-08-02,0,SUCCESS
B135406,364513105701,Mahesh Shah,Scholarship,Vadodara,1000,2023-11-05,0,SUCCESS
B135407,914879559656,Kiran D.,PM-KISAN,Ahmedabad,5000,2025-07-01,1,FAILED
B135408,164738897386,Amit Joshi,Pension,Ahmedabad,2000,2023-04-16,0,SUCCESS
B135409,615761467600,Ramesh Patel,Pension,Surat,5000,2025-09-09,1,SUCCESS
B135410,117430062040,Mahesh Shah,Pension,Vadodara,3000,2023-11-28,1,SUCCESS
B135411,535658787929,Suresh Patel,Pension,Vadodara,5000,2024-08-08,0,FAILED
B135412,916015709867,Kiranben Desai,Scholarship,Ahmedabad,3000,2024-03-14,0,SUCCESS
B135413,185929006443,Ramesh Patel,Pension,Ahmedabad,3000,2023-01-24,0,SUCCESS
B135414,621336331940,Mahesh Shah,Scholarship,Vadodara,5000,2023-01-03,1,SUCCESS
B135415,430707570481,Mahesh Shah,Scholarship,Bhavnagar,5000,2025-06-03,0,FAILED
B135416,791769492489,Mahesh Shah,Scholarship,Ahmedabad,1000,2023-01-24,0,SUCCESS
B135417,492484598930,Maheshbhai Shah,Scholarship,Bhavnagar,5000,2025-07-16,0,FAILED
B135418,451620327934,Mahesh Shah,Scholarship,Surat,1000,2024-12-28,1,SUCCESS
B135419,510754370097,Maheshbhai Shah,PM-KISAN,Vadodara,1000,2025-12-03,0,SUCCESS
B135420,450537089556,Mahesh Shah,Scholarship,Rajkot,5000,2025-02-24,1,FAILED
B135421,440637391808,Kiran Desai,Scholarship,Surat,5000,2024-04-18,0,FAILED
B135422,722820806094,Mahesh Shah,Scholarship,Ahmedabad,5000,2025-06-17,0,FAILED
B135423,492919880869,Suresh Patel,PM-KISAN,Vadodara,2000,2025-09-05,1,FAILED
B135424,255344527021,Kiran Desai,PM-KISAN,Rajkot,5000,2023-05-30,1,FAILED
B135425,793803858728,Suresh Patel,Scholarship,Ahmedabad,2000,2025-09-18,0,SUCCESS
B135426,939253398867,Suresh Patel,PM-KISAN,Ahmedabad,2000,2024-08-21,1,SUCCESS
B135427,740179577986,Kiran Desai,Scholarship,Rajkot,1000,2024-09-12,0,FAILED
B135428,392890658307,Amitbhai Joshi,Scholarship,Ahmedabad,3000,2024-04-26,1,SUCCESS
B135429,208680602892,Suresh Patel,Scholarship,Ahmedabad,5000,2025-02-17,1,SUCCESS
B135430,420668452913,Rameshbhai Patel,Pension,Surat,2000,2024-01-10,0,SUCCESS
B135431,217106221828,Suresh Patel,Pension,Bhavnagar,5000,2023-10-18,1,SUCCESS
B135432,929683902275,Ramesh Patel,PM-KISAN,Vadodara,2000,2024-06-03,1,SUCCESS
B135433,205518227338,Ramesh Patel,PM-KISAN,Surat,1000,2024-06-30,1,FAILED
B135434,733355029579,Kiran D.,Scholarship,Ahmedabad,3000,2024-05-21,1,FAILED
B135435,794966024122,Kiran Desai,Pension,Ahmedabad,2000,2024-05-25,0,FAILED
B135436,532451969569,Kiran Desai,PM-KISAN,Bhavnagar,2000,2024-07-12,0,FAILED
B135437,242203427559,Amit Joshi,PM-KISAN,Bhavnagar,2000,2024-02-22,0,SUCCESS
B135438,810443751310,Suresh Ptl,Scholarship,Ahmedabad,5000,2024-09-24,0,SUCCESS
B135439,357439725168,Suresh Patel,Scholarship,Rajkot,2000,2023-09-17,1,FAILED
B135440,597187971663,Suresh Patel,PM-KISAN,Ahmedabad,2000,2025-10-05,0,FAILED
B135441,539033204064,Ramesh Patel,Scholarship,Bhavnagar,3000,2025-11-22,1,FAILED
B135442,491551953026,Kiranben Desai,Scholarship,Ahmedabad,2000,2024-07-21,1,FAILED
B135443,443304824964,Ramesh Patel,Pension,Surat,1000,2025-11-25,0,FAILED
B135444,299778394699,Mahesh Shah,PM-KISAN,Ahmedabad,3000,2024-04-18,0,SUCCESS
B135445,623428875833,Mahesh Shah,PM-KISAN,Rajkot,5000,2025-01-10,1,SUCCESS
B135446,993279551280,Ramesh Patel,Pension,Ahmedabad,2000,2024-11-30,1,FAILED
B135447,673941617366,Suresh Patel,Scholarship,Bhavnagar,3000,2024-03-02,1,SUCCESS
B135448,690317164789,Mahesh Shah,PM-KISAN,Rajkot,3000,2024-10-19,0,SUCCESS
B135449,400674199662,Suresh Patel,PM-KISAN,Bhavnagar,2000,2025-06-15,1,SUCCESS
B135450,988547610842,Ramesh Patel,Scholarship,Bhavnagar,5000,2025-11-02,1,FAILED
B135451,640832273193,Kiran Desai,Pension,Vadodara,1000,2024-11-13,0,FAILED
B135452,743095393366,Suresh Patel,PM-KISAN,Ahmedabad,5000,2025-09-24,0,FAILED
B135453,636188804410,Mahesh S.,PM-KISAN,Surat,1000,2024-05-24,0,SUCCESS
B135454,765015562969,Amit Joshi,Scholarship,Ahmedabad,5000,2023-05-27,0,SUCCESS
B135455,796264607923,Suresh Patel,PM-KISAN,Vadodara,3000,2025-01-12,1,FAILED
B135456,957047221851,Kiran Desai,Scholarship,Vadodara,2000,2024-12-28,1,SUCCESS
B135457,156207838602,Mahesh Shah,Scholarship,Vadodara,2000,2024-10-22,1,FAILED
B135458,461225615059,Suresh Patel,Scholarship,Vadodara,5000,2025-03-25,1,FAILED
B135459,279411991355,Kiran Desai,Pension,Ahmedabad,1000,2023-10-31,1,FAILED
B135460,320642496024,Amitbhai Joshi,Scholarship,Bhavnagar,5000,2024-09-01,0,FAILED
B135461,656470110649,Ramesh Patel,PM-KISAN,Bhavnagar,5000,2024-08-21,1,FAILED
B135462,571565213355,Ramesh Patel,Scholarship,Vadodara,1000,2024-12-12,1,SUCCESS
B135463,974301484562,Suresh Patel,Pension,Surat,3000,2023-11-24,0,SUCCESS
B135464,254814053650,Rameshbhai Patel,PM-KISAN,Vadodara,3000,2024-06-14,1,FAILED
B135465,340329897882,Ramesh Patel,Scholarship,Ahmedabad,2000,2025-06-19,1,FAILED
B135466,513725334637,Kiran Desai,Scholarship,Surat,2000,2023-11-02,1,SUCCESS
B135467,290395004650,Ramesh Patel,Scholarship,Bhavnagar,2000,2024-04-23,1,SUCCESS
B135468,586967825053,Mahesh Shah,Pension,Vadodara,3000,2023-12-10,0,FAILED
B135469,551094335538,Mahesh Shah,Pension,Bhavnagar,1000,2023-01-28,1,SUCCESS
B135470,437108774382,Mahesh Shah,Scholarship,Ahmedabad,2000,2024-05-17,0,FAILED
B135471,805339598396,Kiranben Desai,Pension,Bhavnagar,1000,2024-06-11,0,FAILED
B135472,801096862145,Mahesh S.,Scholarship,Surat,3000,2023-05-25,1,FAILED
B135473,843033042767,Kiran Desai,PM-KISAN,Bhavnagar,5000,2025-01-22,0,FAILED
B135474,657948932329,Mahesh Shah,PM-KISAN,Surat,1000,2024-01-05,1,SUCCESS
B135475,237331522773,Mahesh Shah,Scholarship,Surat,1000,2023-02-16,0,SUCCESS
B135476,487276471400,Mahesh Shah,PM-KISAN,Surat,5000,2025-10-30,0,SUCCESS
B135477,337519146261,Suresh Patel,Scholarship,Bhavnagar,2000,2024-09-09,0,FAILED
B135478,811627195707,Kiran Desai,PM-KISAN,Surat,2000,2025-11-02,1,SUCCESS
B135479,287358696828,Ramesh Patel,Pension,Vadodara,2000,2025-02-15,1,FAILED
B135480,212833699068,Amit Joshi,Scholarship,Bhavnagar,3000,2023-05-08,0,FAILED
B135481,562661366858,Rameshbhai Patel,PM-KISAN,Ahmedabad,5000,2025-11-06,0,FAILED
B135482,952232785011,Mahesh Shah,Pension,Surat,1000,2023-11-30,0,FAILED
B135483,868937842573,Amit Joshi,PM-KISAN,Surat,1000,2025-03-07,1,SUCCESS
B135484,691993141356,Kiranben Desai,PM-KISAN,Rajkot,5000,2025-06-03,0,SUCCESS
B135485,701082592930,Suresh Patel,Scholarship,Rajkot,3000,2025-10-14,1,FAILED
B135486,505266728614,Ramesh Ptl,PM-KISAN,Ahmedabad,5000,2024-08-05,1,FAILED
B135487,215432841175,Amit Joshi,Scholarship,Vadodara,5000,2025-02-22,0,FAILED
B135488,906095370908,Kiran Desai,Scholarship,Vadodara,3000,2023-08-08,0,FAILED
B135489,259110250555,Amit J.,PM-KISAN,Surat,5000,2023-02-26,1,FAILED
B135490,634383643723,Sureshbhai Patel,PM-KISAN,Rajkot,2000,2024-06-06,1,FAILED
B135491,432797028924,Amit Joshi,Scholarship,Vadodara,5000,2025-01-02,1,SUCCESS
B135492,913300658384,Mahesh Shah,PM-KISAN,Rajkot,5000,2024-09-06,0,FAILED
B135493,382307252827,Kiran Desai,Pension,Surat,1000,2025-03-04,0,FAILED
B135494,974226596124,Suresh Patel,Scholarship,Surat,3000,2025-05-31,1,SUCCESS
B135495,174358588026,Mahesh Shah,Pension,Ahmedabad,1000,2025-04-03,1,FAILED
B135496,820264558564,Amit Joshi,Scholarship,Bhavnagar,1000,2025-08-23,1,FAILED
B135497,986684037846,Amitbhai Joshi,PM-KISAN,Surat,5000,2024-03-05,1,SUCCESS
B135498,414626362860,Amit Joshi,Pension,Vadodara,3000,2023-06-29,0,SUCCESS
B135499,108543631791,Suresh Patel,Scholarship,Vadodara,5000,2024-09-22,1,SUCCESS
B135500,223539506387,Kiran Desai,Scholarship,Vadodara,1000,2023-03-14,1,SUCCESS
B135501,951589376272,Amit Joshi,PM-KISAN,Surat,3000,2025-07-09,0,FAILED
B135502,130964447989,Suresh Patel,Scholarship,Surat,5000,2023-10-25,0,SUCCESS
B135503,696841696162,Kiranben Desai,Scholarship,Rajkot,2000,2024-10-20,1,FAILED
B135504,198254017743,Suresh Patel,PM-KISAN,Vadodara,1000,2024-12-26,0,SUCCESS
B135505,301119571724,Ramesh Patel,Pension,Ahmedabad,3000,2024-04-04,1,SUCCESS
B135506,269512325955,Mahesh Shah,Pension,Bhavnagar,3000,2023-06-30,0,FAILED
B135507,467988403480,Amit Joshi,Pension,Vadodara,3000,2023-12-06,0,FAILED
B135508,549421973115,Amit Joshi,PM-KISAN,Vadodara,5000,2025-10-13,1,SUCCESS
B135509,865574426356,Amit Joshi,Scholarship,Bhavnagar,5000,2023-07-06,0,SUCCESS
B135510,797831666770,Ramesh Patel,Scholarship,Surat,2000,2023-09-04,0,FAILED
B135511,742652328846,Mahesh Shah,Pension,Ahmedabad,5000,2023-11-08,0,SUCCESS
B135512,595360432587,Amitbhai Joshi,Pension,Vadodara,2000,2024-12-10,0,SUCCESS
B135513,814674002508,Suresh Patel,PM-KISAN,Surat,2000,2023-07-16,1,FAILED
B135514,760857857190,Ramesh Patel,PM-KISAN,Ahmedabad,5000,2024-11-05,1,FAILED
B135515,411593896821,Mahesh Shah,Pension,Rajkot,3000,2025-07-14,0,FAILED
B135516,548044395280,Amit Joshi,Scholarship,Ahmedabad,5000,2024-07-17,1,FAILED
B135517,860088648695,Mahesh Shah,Pension,Rajkot,3000,2024-01-18,1,FAILED
B135518,485365016907,Ramesh Patel,Scholarship,Surat,3000,2024-01-08,1,SUCCESS
B135519,924279727532,Ramesh Ptl,PM-KISAN,Vadodara,3000,2025-08-22,1,SUCCESS
B135520,140216950183,Kiran Desai,PM-KISAN,Surat,2000,2023-03-11,1,FAILED
B135521,103951392231,Amit Joshi,Pension,Vadodara,5000,2024-04-12,1,SUCCESS
B135522,589193841294,Amit Joshi,PM-KISAN,Surat,5000,2023-02-09,1,FAILED
B135523,254629637182,Ramesh Patel,PM-KISAN,Vadodara,5000,2025-08-08,0,SUCCESS
B135524,310856419931,Amit Joshi,Scholarship,Vadodara,1000,2025-08-25,0,FAILED
B135525,736468944529,Ramesh Patel,Pension,Ahmedabad,1000,2023-02-25,0,FAILED
B135526,237571176131,Kiran Desai,Scholarship,Ahmedabad,3000,2023-09-17,0,SUCCESS
B135527,405689558430,Suresh Ptl,Scholarship,Vadodara,2000,2023-07-19,0,FAILED
B135528,738320430821,Suresh Patel,PM-KISAN,Ahmedabad,2000,2025-05-11,0,SUCCESS
B135529,531910133186,Ramesh Patel,Scholarship,Rajkot,3000,2024-11-18,0,SUCCESS
B135530,217569242058,Amit J.,Scholarship,Rajkot,3000,2023-09-10,0,SUCCESS
B135531,705697131318,Mahesh Shah,Scholarship,Rajkot,1000,2024-05-08,0,FAILED
B135532,917383953239,Amit Joshi,PM-KISAN,Bhavnagar,3000,2024-02-12,0,FAILED
B135533,782701064606,Suresh Patel,Pension,Ahmedabad,5000,2023-11-12,0,SUCCESS
B135534,273064295236,Ramesh Patel,Pension,Vadodara,1000,2023-02-22,1,SUCCESS
B135535,468858976028,Mahesh Shah,Pension,Ahmedabad,3000,2025-11-12,0,SUCCESS
B135536,346397301884,Suresh Patel,Scholarship,Bhavnagar,1000,2024-11-08,1,FAILED
B135537,579945548907,Kiran Desai,Pension,Rajkot,2000,2024-01-13,0,SUCCESS
B135538,334402991570,Amit J.,Scholarship,Bhavnagar,2000,2023-01-23,1,FAILED
B135539,382257024593,Kiran Desai,Scholarship,Bhavnagar,3000,2023-01-04,1,FAILED
B135540,472004974356,Suresh Patel,Pension,Rajkot,3000,2025-05-08,0,FAILED
B135541,968809284378,Amit Joshi,Scholarship,Surat,2000,2024-10-13,0,FAILED
B135542,197171616778,Ramesh Patel,Pension,Vadodara,5000,2025-04-23,0,SUCCESS
B135543,108499348410,Sureshbhai Patel,PM-KISAN,Ahmedabad,3000,2023-08-01,1,SUCCESS
B135544,475407939960,Amit J.,PM-KISAN,Surat,3000,2023-03-03,1,FAILED
B135545,155500138455,Kiran Desai,PM-KISAN,Bhavnagar,5000,2025-08-19,1,FAILED
B135546,820582749388,Kiran Desai,PM-KISAN,Bhavnagar,2000,2023-10-01,1,SUCCESS
B135547,797500059430,Kiran Desai,PM-KISAN,Surat,2000,2024-11-08,0,SUCCESS
B135548,231174040373,Kiran Desai,Pension,Surat,3000,2024-12-21,1,SUCCESS
B135549,412960471577,Ramesh Patel,Scholarship,Surat,1000,2025-08-24,0,FAILED
B135550,616852888709,Kiran Desai,Scholarship,Vadodara,5000,2024-04-19,0,SUCCESS
B135551,654639049425,Suresh Patel,Pension,Surat,5000,2024-09-19,0,FAILED
B135552,867962742756,Kiran Desai,PM-KISAN,Bhavnagar,1000,2025-08-31,0,SUCCESS
B135553,927244177117,Suresh Patel,Pension,Ahmedabad,3000,2023-05-06,1,SUCCESS
B135554,568747487401,Suresh Patel,Scholarship,Surat,2000,2023-01-13,0,FAILED
B135555,113435019699,Suresh Patel,Scholarship,Surat,5000,2023-12-17,0,FAILED
B135556,746694656190,Suresh Patel,Pension,Ahmedabad,1000,2024-09-19,0,FAILED
B135557,868240832224,Kiranben Desai,Scholarship,Surat,2000,2025-12-25,0,SUCCESS
B135558,159870985566,Mahesh Shah,Pension,Rajkot,5000,2025-08-15,0,FAILED
B135559,792298860916,Ramesh Patel,Scholarship,Surat,1000,2024-07-04,0,FAILED
B135560,449671932065,Amit Joshi,Pension,Bhavnagar,5000,2024-03-03,1,FAILED
B135561,293117004761,Ramesh Patel,Pension,Ahmedabad,1000,2024-09-07,0,SUCCESS
B135562,984894612625,Ramesh Patel,Scholarship,Surat,1000,2025-11-27,0,SUCCESS
B135563,800039438936,Mahesh Shah,PM-KISAN,Vadodara,5000,2023-06-11,1,SUCCESS
B135564,960376082383,Ramesh Ptl,Pension,Surat,1000,2025-04-05,1,SUCCESS
B135565,177212399336,Ramesh Patel,Scholarship,Vadodara,5000,2024-06-04,0,FAILED
B135566,475889854333,Amit Joshi,Pension,Bhavnagar,1000,2025-03-06,1,SUCCESS
B135567,417145444274,Suresh Patel,Pension,Rajkot,5000,2025-03-28,0,FAILED
B135568,704478151902,Mahesh Shah,Pension,Bhavnagar,1000,2023-10-13,1,FAILED
B135569,948827675305,Suresh Patel,Pension,Rajkot,2000,2025-11-27,0,FAILED
B135570,776402698371,Rameshbhai Patel,PM-KISAN,Surat,1000,2024-03-28,1,SUCCESS
B135571,763590709607,Suresh Patel,Pension,Bhavnagar,2000,2025-10-20,1,FAILED
B135572,278553375792,Mahesh S.,PM-KISAN,Surat,3000,2023-04-21,1,FAILED
B135573,307465465530,Suresh Patel,Pension,Ahmedabad,3000,2023-11-12,1,FAILED
B135574,521498441781,Amit Joshi,PM-KISAN,Bhavnagar,2000,2025-08-23,1,FAILED
B135575,580033611718,Kiran Desai,Scholarship,Surat,5000,2025-06-20,1,FAILED
B135576,789959429232,Kiran D.,Scholarship,Vadodara,3000,2023-07-02,1,FAILED
B135577,186695743816,Rmsh Patel,Pension,Ahmedabad,5000,2025-05-15,0,FAILED
B135578,807392525692,Mahesh Shah,PM-KISAN,Vadodara,5000,2024-04-28,1,SUCCESS
B135579,853353424262,Suresh Patel,PM-KISAN,Rajkot,5000,2023-08-12,0,FAILED
B135580,987229590949,Suresh Patel,Pension,Vadodara,1000,2025-07-13,1,SUCCESS
B135581,359148308373,Mahesh Shah,Pension,Vadodara,3000,2023-10-08,1,SUCCESS
B135582,279157561641,Rmsh Patel,Scholarship,Bhavnagar,1000,2024-02-18,0,SUCCESS
B135583,138863978797,Mahesh Shah,PM-KISAN,Ahmedabad,1000,2023-04-24,1,SUCCESS
B135584,963962071346,Mahesh Shah,PM-KISAN,Rajkot,3000,2025-03-13,1,FAILED
B135585,282192855994,Amit Joshi,PM-KISAN,Ahmedabad,1000,2024-01-03,1,SUCCESS
B135586,747224387846,Suresh Ptl,Scholarship,Bhavnagar,5000,2024-08-19,0,FAILED
B135587,677075843310,Kiran Desai,Pension,Rajkot,3000,2023-02-21,1,SUCCESS
B135588,697623121005,Ramesh Patel,Pension,Vadodara,3000,2025-07-26,0,SUCCESS
B135589,570993842561,Rameshbhai Patel,Scholarship,Rajkot,3000,2025-07-04,1,SUCCESS
B135590,884310444006,Ramesh Patel,Scholarship,Vadodara,3000,2023-08-29,0,FAILED
B135591,336115025859,Suresh Patel,Scholarship,Ahmedabad,3000,2024-11-21,1,FAILED
B135592,338636391855,Mahesh Shah,PM-KISAN,Surat,3000,2023-08-26,1,FAILED
B135593,595173765857,Ramesh Patel,Scholarship,Surat,2000,2025-01-03,1,SUCCESS
B135594,727563185700,Ramesh Patel,Scholarship,Bhavnagar,3000,2024-05-09,0,SUCCESS
B135595,529202735090,Suresh Patel,Scholarship,Surat,3000,2024-11-30,0,SUCCESS
B135596,941251908252,Suresh Patel,Pension,Rajkot,3000,2025-02-13,1,SUCCESS
B135597,805953058214,Mahesh Shah,Scholarship,Vadodara,3000,2024-05-21,1,FAILED
B135598,421726780558,Amit Joshi,Scholarship,Vadodara,1000,2023-07-27,1,SUCCESS
B135599,793659917174,Amit Joshi,Scholarship,Surat,3000,2024-03-18,0,FAILED
B135600,634972991271,Kiran Desai,Scholarship,Ahmedabad,5000,2023-06-14,0,FAILED
B135601,845080964565,Amit J.,Pension,Ahmedabad,3000,2024-06-26,0,SUCCESS
